ble_id,mcsp,field,unit,passive_stream,ble_request_result,status,answered_as,sweep_2026_08_12,usb_2026_08_21
A1-C5,0x21C5,RemoteControl.INTERNAL_BATTERY_TEMPERATURE,,,value,,READ_RESPONSE,value,value
A1-C6,0x21C6,RemoteControl.PCB_TEMPERATURE,,,value,,READ_RESPONSE,value,value
A1-C8,0x21C8,RemoteControl.USB_CHARGING_ACTIVE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A1-C9,0x21C9,RemoteControl.REMAINING_BRC_BATTERY_CHARGING_TIME,,,supported-empty,,READ_RESPONSE,supported-empty,value
A1-CA,0x21CA,RemoteControl.MAXIMUM_ALLOWED_U_S_B_CHARGING_POWER,,,not-available,DENIED,READ_RESPONSE,refused,value
A1-CB,0x21CB,RemoteControl.POWER_MANAGEMENT_INFORMATION,,,command (not tested),,,,DENIED
A1-CC,0x21CC,RemoteControl.MAXIMUM_ALLOWED_BRC_HMI_PORT_CURRENT,mA,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-01,0x2201,RemoteControl.MOBILE_APPLICATION_AVAILABLE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-02,0x2202,RemoteControl.BLE_ENABLED,,,command (not tested),,,,value
A2-03,0x2203,RemoteControl.BLE_CENTRAL_SCANNING_ENABLED,,,command (not tested),,,,value
A2-04,0x2204,RemoteControl.BLE_CENTRAL_SCAN_RESULTS,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-05,0x2205,RemoteControl.BLE_PERIPHERAL_PAIRING_ENABLED,,,command (not tested),,,,value
A2-06,0x2206,RemoteControl.BLE_DEVICE_ADDRESS,,,not-available,DENIED,READ_RESPONSE,refused,value
A2-07,0x2207,RemoteControl.BLE_PERIPHERAL_CONNECTION_PARAMETERS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-08,0x2208,RemoteControl.BLE_CENTRAL_BOOKMARK,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-09,0x2209,RemoteControl.BLE_CENTRAL_UNBOOKMARK,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-0A,0x220A,RemoteControl.BLE_CENTRAL_CONNECT,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-0B,0x220B,RemoteControl.BLE_CENTRAL_DISCONNECT,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-0C,0x220C,RemoteControl.CONFIGURED_SMARTPHONES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-0D,0x220D,RemoteControl.BLE_BUTTON_EVENT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-0E,0x220E,RemoteControl.BLE_AVAILABLE_BUTTONS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-0F,0x220F,RemoteControl.BLE_CENTRAL_GET_AVAILABLE_DATABASE_SLOTS,,,value,,READ_RESPONSE,value,value
A2-10,0x2210,RemoteControl.BLE_CENTRAL_DATABASE,,yes,value,,READ_RESPONSE,value,value
A2-11,0x2211,RemoteControl.BLE_CENTRAL_CLEAR_DATABASE,,,command (not tested),,,,value
A2-12,0x2212,RemoteControl.BLE_PERIPHERAL_GET_AVAILABLE_DATABASE_SLOTS,,,not-available,DENIED,READ_RESPONSE,refused,value
A2-13,0x2213,RemoteControl.BLE_PERIPHERAL_GET_DATABASE_ENTRY,,,not-available,DENIED,READ_RESPONSE,refused,value
A2-14,0x2214,RemoteControl.BLE_PERIPHERAL_DATABASE_ENTRY_UPDATED,,,not-available,DENIED,READ_RESPONSE,refused,value
A2-15,0x2215,RemoteControl.BLE_PERIPHERAL_RSSI_POLLING_ENABLED,,,command (not tested),,,,value
A2-16,0x2216,RemoteControl.BLE_CENTRAL_SCAN_FILTER,,,value,,READ_RESPONSE,value,value
A2-17,0x2217,RemoteControl.BLE_CENTRAL_RSSI_CHANGED,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-18,0x2218,RemoteControl.BLE_CENTRAL_ENABLE_AUTO_RECONNECT,,,command (not tested),,,,value
A2-19,0x2219,RemoteControl.BLE_CENTRAL_DISABLE_AUTO_RECONNECT,,,command (not tested),,,,value
A2-1A,0x221A,RemoteControl.BLE_CENTRAL_GET_CONNECTION_DATA,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-1B,0x221B,RemoteControl.BLE_CENTRAL_GET_CONFIGURATION_DATA,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-1C,0x221C,RemoteControl.BLE_CENTRAL_CONNECTION_DATA_CHANGED,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-1D,0x221D,RemoteControl.BLE_CENTRAL_CONFIGURATION_DATA_CHANGED,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-1E,0x221E,RemoteControl.BLE_CENTRAL_GET_DEVICE_INFORMATION_SERVICE,,yes,command (not tested),,RPC_RESPONSE,value,value
A2-1F,0x221F,RemoteControl.BLE_CENTRAL_GET_BOSCH_DEVICE_INFORMATION_SERVICE,,yes,command (not tested),,RPC_RESPONSE,value,value
A2-20,0x2220,RemoteControl.BLE_CENTRAL_GET_BATTERY_SERVICE,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-21,0x2221,RemoteControl.BLE_CENTRAL_BATTERY_SERVICE_CHANGED,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-22,0x2222,RemoteControl.BLE_CENTRAL_RSSI_POLLING_ENABLED,,,command (not tested),,,,NOT_READY
A2-23,0x2223,RemoteControl.BLE_CENTRAL_GET_PERIPHERAL_FOR_BUTTON_DEVICE,,,not-available,DENIED,READ_RESPONSE,refused,value
A2-24,0x2224,RemoteControl.BLE_CENTRAL_GET_INITIALIZATION_STATE,,,not-available,DENIED,READ_RESPONSE,refused,value
A2-25,0x2225,RemoteControl.BLE_CENTRAL_INITIALIZATION_STATE_CHANGED,,,not-available,DENIED,READ_RESPONSE,refused,value
A2-26,0x2226,RemoteControl.BLE_CENTRAL_VISUALIZABLE_ISSUE_TYPES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-27,0x2227,RemoteControl.BLE_CENTRAL_UPDATE_ISSUE_VISUALIZATION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-28,0x2228,RemoteControl.BLE_HEART_RATE,bpm,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-29,0x2229,RemoteControl.BLE_HEART_RATE_STATUS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-2A,0x222A,RemoteControl.BLE_SHIFTER_READY,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-41,0x2241,RemoteControl.ACTIVITY_ID,,yes,value,,READ_RESPONSE,value,DENIED
A2-42,0x2242,RemoteControl.START_TIME_OF_ACTIVITY,s,yes,command (not tested),,,,DENIED
A2-43,0x2243,RemoteControl.DURATION_WITHOUT_STOPS_OF_ACTIVITY,s,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-44,0x2244,RemoteControl.TIME_ZONE_OF_ACTIVITY,min,yes,value,,READ_RESPONSE,value,DENIED
A2-45,0x2245,RemoteControl.START_ODOMETER_OF_ACTIVITY,m,yes,command (not tested),,,,DENIED
A2-46,0x2246,RemoteControl.AVERAGE_SPEED,km/h,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-48,0x2248,RemoteControl.AVERAGE_CADENCE,rpm,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-49,0x2249,RemoteControl.MAXIMUM_CADENCE,rpm,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-4A,0x224A,RemoteControl.AVERAGE_RIDER_POWER,W,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-4B,0x224B,RemoteControl.MAXIMUM_RIDER_POWER,W,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-4C,0x224C,RemoteControl.AVERAGE_HEART_RATE,bpm,yes,value,,READ_RESPONSE,value,DENIED
A2-4D,0x224D,RemoteControl.MAXIMUM_HEART_RATE,bpm,yes,value,,READ_RESPONSE,value,DENIED
A2-4E,0x224E,RemoteControl.ENERGY_CONSUMED,Wh,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A2-4F,0x224F,RemoteControl.RESET_ACTIVITY,,,command (not tested),,,,DENIED
A2-50,0x2250,RemoteControl.AUTOMATIC_ACTIVITY_RESET,,yes,value,,,,DENIED
A2-51,0x2251,RemoteControl.CALORIES_CONSUMED,kcal,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-52,0x2252,RemoteControl.ASSIST_MODE_USAGE_TOTAL,,yes,value,,READ_RESPONSE,value,DENIED
A2-53,0x2253,RemoteControl.ASSIST_MODE_USAGE_WITH_MOTOR_SUPPORT_ACTIVE,,,value,,READ_RESPONSE,value,DENIED
A2-54,0x2254,RemoteControl.RIDER_ENERGY_SHARE,%,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-55,0x2255,RemoteControl.BRAKE_EVENTS,,yes,value,,READ_RESPONSE,value,DENIED
A2-56,0x2256,RemoteControl.TRICK_STATS,,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A2-80,0x2280,RemoteControl.DEBUG_TAKE_SCREENSHOT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-81,0x2281,RemoteControl.LED_PATTERN_HISTORY,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-82,0x2282,RemoteControl.SUPPORTED_TILE_IDS,,,not-available,,SUBSCRIBE_RESPONSE,supported-empty,DENIED
A2-83,0x2283,RemoteControl.FEATURE_STREAMING_OPTION_GROUP,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A2-85,0x2285,RemoteControl.TEST_UI_FEATURE_PROPERTIES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-86,0x2286,RemoteControl.SUPPORTED_TILE_SIZES,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,DENIED
A2-87,0x2287,RemoteControl.SOUNDS_VOLUME_LEVEL,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,NO_ROUTE_FOUND
A2-88,0x2288,RemoteControl.BUZZER,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-89,0x2289,RemoteControl.PLAY_SOUND,,,not-available,NO_ROUTE_FOUND,READ_RESPONSE,refused,value
A2-8A,0x228A,RemoteControl.DISPLAY_GENERIC_TEXT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A2-8B,0x228B,RemoteControl.RESET_DISPLAY_VALUES,,,command (not tested),,,,DENIED
A2-C1,0x22C1,RemoteControl.UPLOAD_READINESS,,yes,value,,READ_RESPONSE,value,value
A2-C2,0x22C2,RemoteControl.UPLOAD_RESOURCE_METADATA,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-C3,0x22C3,RemoteControl.UPLOAD_RESOURCE,,yes,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A2-C4,0x22C4,RemoteControl.REQUEST_TRUSTED_DATA_PACK,,,command (not tested),,,,DENIED
A2-C5,0x22C5,RemoteControl.TRUSTED_DATA_PACK_AVAILABLE,,,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A3-05,0x2305,RemoteControl.THIRD_PARTY_DEVICE_IN_FULL_POWER_MODE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-13,0x2313,RemoteControl.X_ABS_BRAKE_EVENT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-14,0x2314,RemoteControl.X_ABS_BRAKE_DURATION_OF_LAST_BRAKE_EVENT,ms,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-15,0x2315,RemoteControl.X_ABS_BRAKE_DISTANCE_OF_LAST_BRAKE_EVENT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-16,0x2316,RemoteControl.X_ABS_DYNAMIC_FEATURE_PROPERTIES,,yes,supported-empty,,READ_RESPONSE,supported-empty,DENIED
A3-17,0x2317,RemoteControl.X_ABS_AVAILABLE_ABS_MODE_ICONS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-18,0x2318,RemoteControl.X_ABS_AVAILABLE_ABS_MODES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-19,0x2319,RemoteControl.X_ABS_CURRENT_ABS_MODE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-21,0x2321,RemoteControl.SIGNAL_LAMP_REQUIRED,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-22,0x2322,RemoteControl.SIGNAL_LAMP_CONTROL,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A3-31,0x2331,RemoteControl.DEVICE_AVAILABILITY,,,supported-empty,,READ_RESPONSE,supported-empty,value
A3-32,0x2332,RemoteControl.DEVICE_DATABASE,,,supported-empty,,READ_RESPONSE,supported-empty,value
A3-33,0x2333,RemoteControl.REMOVE_DEVICE,,,not-available,UNSUPPORTED,READ_RESPONSE,refused,value
A3-34,0x2334,RemoteControl.GET_DEVICE_INFORMATION,,,command (not tested),,,,value
A8-11,0x2811,CanTestNode.BATTERY1_AVAILABLE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A8-12,0x2812,CanTestNode.DRIVE_UNIT_AVAILABLE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A8-13,0x2813,CanTestNode.REMOTE_CONTROL_AVAILABLE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
A8-14,0x2814,CanTestNode.BATTERY2_AVAILABLE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-81,0x4081,MobileApp.UI_PRIORITY,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-82,0x4082,MobileApp.FEATURE_STREAMING_ALERT,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-83,0x4083,MobileApp.FEATURE_STREAMING_ALERT_RESPONSE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-84,0x4084,MobileApp.FEATURE_STREAMING_OPTION_RESPONSE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-85,0x4085,MobileApp.ALTITUDE,m,,not-tested,,,no-response,DENIED
C0-86,0x4086,MobileApp.MAXIMUM_ALTITUDE,m,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-87,0x4087,MobileApp.ASCENT,m,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-88,0x4088,MobileApp.DESCENT,m,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-89,0x4089,MobileApp.STATE_OF_CHARGE,%,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-8A,0x408A,MobileApp.ROAD_SLOPE,%,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-8B,0x408B,MobileApp.CURRENT_COUNTRY,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-91,0x4091,MobileApp.SOFTWARE_VERSION,,,not-tested,,,no-response,DENIED
C0-92,0x4092,MobileApp.DATA_MODEL_VERSION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-93,0x4093,MobileApp.MESSAGE_BUS_BUSINESS_LOGIC_VERSION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-94,0x4094,MobileApp.HEART_RATE,bpm,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-95,0x4095,MobileApp.HEART_RATE_STATUS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-96,0x4096,MobileApp.NAVIGATION_CURRENT_STATUS,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-97,0x4097,MobileApp.NAVIGATION_DISTANCE_TO_DESTINATION,m,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-98,0x4098,MobileApp.NAVIGATION_ETA,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-99,0x4099,MobileApp.NAVIGATION_TIME_TO_DESTINATION,s,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-9A,0x409A,MobileApp.ALTITUDE_GRAPH_AVAILABLE_SAMPLES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-9B,0x409B,MobileApp.GET_ALTITUDE_GRAPH,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-9C,0x409C,MobileApp.UPDATE_ISSUE_VISUALIZATION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-9D,0x409D,MobileApp.VISUALIZABLE_ISSUE_TYPES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-9F,0x409F,MobileApp.MOBILE_APP_FEATURE_PROPERTIES_RELEASE4,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-A0,0x40A0,MobileApp.LOCATION,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-A1,0x40A1,MobileApp.NAVIGATION_ADVICE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-A2,0x40A2,MobileApp.SYSTEM_STATE_OF_CHARGE_FOR_RIDER_AT_DESTINATION,%,,not-tested,,,no-response,DENIED
C0-A3,0x40A3,MobileApp.PHONE_CHARGING,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-A4,0x40A4,MobileApp.USER_INFO,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-A8,0x40A8,MobileApp.SPEED,,,not-tested,,,no-response,DENIED
C0-A9,0x40A9,MobileApp.STARTUP_STAGE,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-AA,0x40AA,MobileApp.MOBILE_APP_STATIC_FEATURE_PROPERTIES,,,not-available,DENIED,READ_RESPONSE,refused,DENIED
C0-AB,0x40AB,MobileApp.CCF_REBOOT_REQUIRED,,,command (not tested),,,,timeout
